121099A	 KSA -36.293 -97.369 4.7 41.5425 77.9257 3.398
121099A	 KTLN -36.293 -97.369 4.7 37.9533 41.7052 0.791
121099A	 MAJO -36.293 -97.369 4.7 36.5457 138.204 0.405
121099A	 MUSH -36.293 -97.369 4.7 38.7571 41.4831 1.554
121099A	 OGS -36.293 -97.369 4.7 27.057 142.203 0.02
121099A	 PATS -36.293 -97.369 4.7 6.8367 158.315 0.01
121099A	 PDG -36.293 -97.369 4.7 43.3275 79.4876 1.286
121099A	 RCK -36.293 -97.369 4.7 64.0412 -149.166 0.385
121099A	 RES -36.293 -97.369 4.7 74.6892 -94.8962 0.019
121099A	 SILN -36.293 -97.369 4.7 38.1352 41.041 0.917
121099A	 SKD -36.293 -97.369 4.7 35.412 23.928 0.306
121099A	 SSE -36.293 -97.369 4.7 31.0948 121.191 0.04
121099A	 SSLB -36.293 -97.369 4.7 23.7876 120.954 0.45
121099A	 TAM -36.293 -97.369 4.7 22.7915 5.52838 1.41
121099A	 TLKY -36.293 -97.369 4.7 62.15 -150.061 0.129
121099A	 TSK -36.293 -97.369 4.7 36.2108 140.11 0.35
121099A	 TSUM -36.293 -97.369 4.7 -19.2022 17.5838 1.26
121099A	 UZML -36.293 -97.369 4.7 39.7134 39.7156 1.593
121099A	 VOS -36.293 -97.369 4.7 52.7232 70.9797 0.3
121099A	 WMQ -36.293 -97.369 4.7 43.8138 87.7049 0.844
121099A	 WUS -36.293 -97.369 4.7 41.199 79.218 1.457
121099A	 XAN -36.293 -97.369 4.7 34.0313 108.924 0.63
121099A	 YAK -36.293 -97.369 4.7 62.031 129.68 0.096
121099A	 ZRNK -36.293 -97.369 4.7 52.951 69.0043 0.38
121699A	 ALE -50.399 139.418 10 82.5033 -62.35 0.06
121699A	 ANMO -50.399 139.418 10 34.9459 -106.457 1.7607
121699A	 BAR -50.399 139.418 10 32.68 -116.672 0.529
121699A	 BFO -50.399 139.418 10 48.3301 8.3296 0.589
121699A	 BGCA -50.399 139.418 10 5.17636 18.4242 0.576
121699A	 BNGL -50.399 139.418 10 38.9195 40.5966 1.16
121699A	 CCM -50.399 139.418 10 38.0557 -91.2446 0.1715
121699A	 CSS -50.399 139.418 10 34.9611 33.331 0.396
121699A	 DPC -50.399 139.418 10 50.3502 16.3222 0.748
121699A	 DRLN -50.399 139.418 10 49.256 -57.5042 0.238
121699A	 DWPF -50.399 139.418 10 28.1103 -81.4327 -0.132
121699A	 EYMN -50.399 139.418 10 47.9462 -91.4953 0.475
121699A	 FFC -50.399 139.418 10 54.725 -101.978 0.338
121699A	 GRFO -50.399 139.418 10 49.6909 11.2203 0.384
121699A	 HKT -50.399 139.418 10 29.9618 -95.8384 -0.413
121699A	 HVAR -50.399 139.418 10 43.1776 16.449 0.25
121699A	 ISP -50.399 139.418 10 37.8433 30.5093 1.1
121699A	 KARS -50.399 139.418 10 40.6222 43.0687 1.904
121699A	 KIV -50.399 139.418 10 43.9553 42.6863 1.054
121699A	 LTX -50.399 139.418 10 29.3339 -103.667 1.013
121699A	 MA2 -50.399 139.418 10 59.5756 150.77 0.337
121699A	 MAHO -50.399 139.418 10 39.8959 4.2665 0.015
121699A	 MORC -50.399 139.418 10 49.7766 17.5428 0.74
121699A	 NM07 -50.399 139.418 10 32.0845 -103.84 0.966
121699A	 NM08 -50.399 139.418 10 32.1991 -103.972 0.886
121699A	 NM10 -50.399 139.418 10 32.4729 -104.267 0.929
121699A	 NM15 -50.399 139.418 10 33.0144 -104.909 1.342
121699A	 NM28 -50.399 139.418 10 34.5403 -106.7 1.484
121699A	 NM32 -50.399 139.418 10 34.9807 -107.264 1.685
121699A	 NM35 -50.399 139.418 10 35.3448 -107.707 2.133
121699A	 PAB -50.399 139.418 10 39.5446 -4.3499 0.95
121699A	 PET -50.399 139.418 10 53.0233 158.65 0.105
121699A	 PFO -50.399 139.418 10 33.6092 -116.455 1.28
121699A	 PSZ -50.399 139.418 10 47.9184 19.8944 0.94
121699A	 RCBR -50.399 139.418 10 -5.8274 -35.9014 0.363
121699A	 SCZ -50.399 139.418 10 36.598 -121.403 0.261
121699A	 SSPA -50.399 139.418 10 40.6358 -77.8876 0.17
121699A	 TX04 -50.399 139.418 10 31.7338 -103.446 0.833
121699A	 UNM -50.399 139.418 10 19.3297 -99.1781 2.28
121699A	 YAK -50.399 139.418 10 62.031 129.68 0.096
121899A	 DRLN -2.443 139.716 14.5 49.256 -57.5042 0.238
121899A	 JFOB -2.443 139.716 14.5 -21.7278 -43.3258 0.776
121899A	 KEV -2.443 139.716 14.5 69.7565 27.0035 0.085
121899A	 MAHO -2.443 139.716 14.5 39.8959 4.2665 0.015
122499A	 ALE -56.103 146.895 10 82.5033 -62.35 0.06
122499A	 ANMO -56.103 146.895 10 34.9459 -106.457 1.7607
122499A	 BDFB -56.103 146.895 10 -15.6418 -48.0148 1.095
122499A	 BFO -56.103 146.895 10 48.3301 8.3296 0.589
122499A	 BGCA -56.103 146.895 10 5.17636 18.4242 0.576
122499A	 BYKN -56.103 146.895 10 38.1665 41.7823 0.816
122499A	 CANB -56.103 146.895 10 -22.9681 -50.3778 0.436
122499A	 CCM -56.103 146.895 10 38.0557 -91.2446 0.1715
122499A	 DAG -56.103 146.895 10 76.7713 -18.655 0.023
122499A	 DRLN -56.103 146.895 10 49.256 -57.5042 0.238
122499A	 DSS -56.103 146.895 10 11.118 39.6351 2.551
122499A	 DWPF -56.103 146.895 10 28.1103 -81.4327 -0.132
122499A	 EBRE -56.103 146.895 10 40.8228 0.494 0.036
122499A	 EYMN -56.103 146.895 10 47.9462 -91.4953 0.475
122499A	 FFC -56.103 146.895 10 54.725 -101.978 0.338
122499A	 FRB -56.103 146.895 10 63.7469 -68.5451 0.025
122499A	 GRFO -56.103 146.895 10 49.6909 11.2203 0.384
122499A	 HIA -56.103 146.895 10 49.2704 119.741 0.62
122499A	 HKT -56.103 146.895 10 29.9618 -95.8384 -0.413
122499A	 HRV -56.103 146.895 10 42.5064 -71.5583 0.2
122499A	 IDI -56.103 146.895 10 35.288 24.89 0.75
122499A	 ITHO -56.103 146.895 10 37.1786 21.9252 0.4
122499A	 KBS -56.103 146.895 10 78.9154 11.9385 0.087
122499A	 KEV -56.103 146.895 10 69.7565 27.0035 0.085
122499A	 KSA -56.103 146.895 10 41.5425 77.9257 3.398
122499A	 LLLB -56.103 146.895 10 50.609 -121.882 0.7
122499A	 MA2 -56.103 146.895 10 59.5756 150.77 0.337
122499A	 MAHO -56.103 146.895 10 39.8959 4.2665 0.015
122499A	 MORC -56.103 146.895 10 49.7766 17.5428 0.74
122499A	 NEW -56.103 146.895 10 48.2642 -117.123 0.76
122499A	 NM07 -56.103 146.895 10 32.0845 -103.84 0.966
122499A	 NM09 -56.103 146.895 10 32.3265 -104.118 0.893
122499A	 NM10 -56.103 146.895 10 32.4729 -104.267 0.929
122499A	 NM12 -56.103 146.895 10 32.6829 -104.508 1.066
122499A	 NM16 -56.103 146.895 10 33.1741 -105.127 1.625
122499A	 NM32 -56.103 146.895 10 34.9807 -107.264 1.685
122499A	 PFO -56.103 146.895 10 33.6092 -116.455 1.28
122499A	 SCZ -56.103 146.895 10 36.598 -121.403 0.261
122499A	 SFUC -56.103 146.895 10 36.637 -6.175 0.088
122499A	 SSPA -56.103 146.895 10 40.6358 -77.8876 0.17
122499A	 TIXI -56.103 146.895 10 71.6341 128.867 0.04
122499A	 TLY -56.103 146.895 10 51.6807 103.644 0.579
122499A	 TX01 -56.103 146.895 10 31.4232 -103.105 0.75
122499A	 TX04 -56.103 146.895 10 31.7338 -103.446 0.833
122499A	 TX06 -56.103 146.895 10 31.9671 -103.707 0.899
122499A	 UNM -56.103 146.895 10 19.3297 -99.1781 2.28
122499A	 VSL -56.103 146.895 10 39.496 9.378 0.37
122499A	 YAK -56.103 146.895 10 62.031 129.68 0.096
122499A	 YKW3 -56.103 146.895 10 62.5616 -114.61 0.1703
122899A	 ANA 5.657 -82.672 10 42.7844 77.657 1.813
122899A	 ARA 5.657 -82.672 10 41.8491 74.3292 1.484
122899A	 BBU 5.657 -82.672 10 -9.37659 150.362 0.137
122899A	 BJT 5.657 -82.672 10 40.0183 116.168 0.137
122899A	 CHKZ 5.657 -82.672 10 53.6762 70.6152 0.12
122899A	 CHTO 5.657 -82.672 10 18.8141 98.9443 0.32
122899A	 CTAO 5.657 -82.672 10 -20.0882 146.255 0.32
122899A	 DRV 5.657 -82.672 10 -66.6649 140.002 0.04
122899A	 HIA 5.657 -82.672 10 49.2704 119.741 0.62
122899A	 KAPI 5.657 -82.672 10 -5.0142 119.752 0.3
122899A	 KHA 5.657 -82.672 10 44.2081 73.9973 1.014
122899A	 KIR 5.657 -82.672 10 -8.50737 151.085 0.088
122899A	 KSA 5.657 -82.672 10 41.5425 77.9257 3.398
122899A	 LSA 5.657 -82.672 10 29.7031 91.127 3.645
122899A	 PDG 5.657 -82.672 10 43.3275 79.4876 1.286
122899A	 PET 5.657 -82.672 10 53.0233 158.65 0.105
122899A	 SEHA 5.657 -82.672 10 -9.96187 151.163 0.115
122899A	 SSE 5.657 -82.672 10 31.0948 121.191 0.04
122899A	 SSLB 5.657 -82.672 10 23.7876 120.954 0.45
122899A	 TATO 5.657 -82.672 10 24.9735 121.497 0.07
122899A	 TLY 5.657 -82.672 10 51.6807 103.644 0.579
122899A	 UGM 5.657 -82.672 10 -7.9125 110.523 0.35
122899A	 YAK 5.657 -82.672 10 62.031 129.68 0.096
122899A	 YSS 5.657 -82.672 10 46.9587 142.76 0.148
122899A	 ZRNK 5.657 -82.672 10 52.951 69.0043 0.38
010100A	 ANMO -60.68 153.659 10 34.9459 -106.457 1.7607
010100A	 APER -60.68 153.659 10 35.5504 27.1741 0.25
010100A	 BAR -60.68 153.659 10 32.68 -116.672 0.529
010100A	 BDFB -60.68 153.659 10 -15.6418 -48.0148 1.095
010100A	 BNGL -60.68 153.659 10 38.9195 40.5966 1.16
010100A	 CSS -60.68 153.659 10 34.9611 33.331 0.396
010100A	 DPC -60.68 153.659 10 50.3502 16.3222 0.748
010100A	 EIL -60.68 153.659 10 29.6699 34.9512 0.21
010100A	 FFC -60.68 153.659 10 54.725 -101.978 0.338
010100A	 HIA -60.68 153.659 10 49.2704 119.741 0.62
010100A	 ISP -60.68 153.659 10 37.8433 30.5093 1.1
010100A	 KEV -60.68 153.659 10 69.7565 27.0035 0.085
010100A	 LLLB -60.68 153.659 10 50.609 -121.882 0.7
010100A	 LVZ -60.68 153.659 10 67.8979 34.6514 0.63
010100A	 NM09 -60.68 153.659 10 32.3265 -104.118 0.893
010100A	 NM10 -60.68 153.659 10 32.4729 -104.267 0.929
010100A	 NM15 -60.68 153.659 10 33.0144 -104.909 1.342
010100A	 NM16 -60.68 153.659 10 33.1741 -105.127 1.625
010100A	 NM22 -60.68 153.659 10 33.8404 -105.869 1.691
010100A	 RSSD -60.68 153.659 10 44.1212 -104.036 2.0208
010100A	 TX03 -60.68 153.659 10 31.6232 -103.324 0.831
010100A	 TX04 -60.68 153.659 10 31.7338 -103.446 0.833
010100A	 TX06 -60.68 153.659 10 31.9671 -103.707 0.899
010100A	 VSL -60.68 153.659 10 39.496 9.378 0.37
010100A	 YAK -60.68 153.659 10 62.031 129.68 0.096
010500A	 ASCN -11.322 165.378 5.6 -7.9327 -14.3601 0.173
010500A	 DPC -11.322 165.378 5.6 50.3502 16.3222 0.748
010500A	 KIEV -11.322 165.378 5.6 50.7012 29.2242 0.14
010500A	 MORC -11.322 165.378 5.6 49.7766 17.5428 0.74
010600A	 ASCN 58.134 -136.934 1 -7.9327 -14.3601 0.173
010600A	 CAN 58.134 -136.934 1 -35.3187 148.996 0.7
010600A	 RER 58.134 -136.934 1 -21.1712 55.7399 0.834
010600A	 TAU 58.134 -136.934 1 -42.9099 147.32 0.132
010600A	 DWPF 16.116 119.393 19 28.1103 -81.4327 -0.132
010600A	 EFI 16.116 119.393 19 -51.6753 -58.0637 0.11
010600A	 EYMN 16.116 119.393 19 47.9462 -91.4953 0.475
010600A	 MCWV 16.116 119.393 19 39.6581 -79.8456 0.28
010600A	 NM26 16.116 119.393 19 34.2633 -106.363 1.854
010600A	 OXF 16.116 119.393 19 34.5118 -89.4092 0.101
010600A	 PFO 16.116 119.393 19 33.6092 -116.455 1.28
010600A	 SCZ 16.116 119.393 19 36.598 -121.403 0.261
010800A	 BFO -9.864 159.926 2.7 48.3301 8.3296 0.589
010800A	 BGCA -9.864 159.926 2.7 5.17636 18.4242 0.576
010800A	 CART -9.864 159.926 2.7 37.5868 -1.0012 0.065
010800A	 CSS -9.864 159.926 2.7 34.9611 33.331 0.396
010800A	 DPC -9.864 159.926 2.7 50.3502 16.3222 0.748
010800A	 DUOK -9.864 159.926 2.7 44.1131 14.9318 0.115
010800A	 FRB -9.864 159.926 2.7 63.7469 -68.5451 0.025
010800A	 KIEV -9.864 159.926 2.7 50.7012 29.2242 0.14
010800A	 KONO -9.864 159.926 2.7 59.6491 9.5982 0.216
010800A	 LVZ -9.864 159.926 2.7 67.8979 34.6514 0.63
010800A	 MAHO -9.864 159.926 2.7 39.8959 4.2665 0.015
010800A	 MHV -9.864 159.926 2.7 54.9595 37.7664 0.15
010800A	 MORC -9.864 159.926 2.7 49.7766 17.5428 0.74
010800A	 PSZ -9.864 159.926 2.7 47.9184 19.8944 0.94
010800A	 SCHQ -9.864 159.926 2.7 54.8324 -66.8332 0.4975
010800A	 STU -9.864 159.926 2.7 48.7719 9.195 0.36
010800A	 WLF -9.864 159.926 2.7 49.6646 6.1526 0.295
012000A	 KAPI 43.697 -126.564 10 -5.0142 119.752 0.3
012000A	 VNDA 43.697 -126.564 10 -77.5172 161.853 0.051
030400A	 APER -60.161 150.294 10 35.5504 27.1741 0.25
030400A	 AQU -60.161 150.294 10 42.354 13.405 0.71
030400A	 ARBA -60.161 150.294 10 6.06718 37.5564 1.273
030400A	 AZ45 -60.161 150.294 10 36.4552 -109.082 2.683
030400A	 AZ46 -60.161 150.294 10 36.5513 -109.229 2.009
030400A	 AZ48 -60.161 150.294 10 36.7606 -109.539 1.664
030400A	 AZ49 -60.161 150.294 10 36.8869 -109.691 1.512
030400A	 BAR -60.161 150.294 10 32.68 -116.672 0.529
030400A	 BFO -60.161 150.294 10 48.3301 8.3296 0.589
030400A	 BGCA -60.161 150.294 10 5.17636 18.4242 0.576
030400A	 BYKN -60.161 150.294 10 38.1665 41.7823 0.816
030400A	 CBKS -60.161 150.294 10 38.814 -99.7374 0.677
030400A	 CMB -60.161 150.294 10 38.0345 -120.387 0.697
030400A	 COR -60.161 150.294 10 44.5855 -123.305 0.11
030400A	 CRY -60.161 150.294 10 33.5654 -116.737 1.128
030400A	 CSS -60.161 150.294 10 34.9611 33.331 0.396
030400A	 DAC -60.161 150.294 10 36.277 -117.594 1.813
030400A	 DAN -60.161 150.294 10 34.6375 -115.381 0.428
030400A	 DMRK -60.161 150.294 10 10.308 37.729 2.357
030400A	 DPC -60.161 150.294 10 50.3502 16.3222 0.748
030400A	 DSS -60.161 150.294 10 11.118 39.6351 2.551
030400A	 ELK -60.161 150.294 10 40.7448 -115.239 2.21
030400A	 EYMN -60.161 150.294 10 47.9462 -91.4953 0.475
030400A	 EZRM -60.161 150.294 10 40.1035 41.3637 1.91
030400A	 FFC -60.161 150.294 10 54.725 -101.978 0.338
030400A	 FRD -60.161 150.294 10 33.4947 -116.602 1.164
030400A	 FURI -60.161 150.294 10 8.8952 38.6798 2.565
030400A	 GRFO -60.161 150.294 10 49.6909 11.2203 0.384
030400A	 HIA -60.161 150.294 10 49.2704 119.741 0.62
030400A	 HKT -60.161 150.294 10 29.9618 -95.8384 -0.413
030400A	 HLID -60.161 150.294 10 43.5625 -114.414 1.772
030400A	 HURN -60.161 150.294 10 62.9991 -149.606 0.607
030400A	 HVAR -60.161 150.294 10 43.1776 16.449 0.25
030400A	 ISCO -60.161 150.294 10 39.7997 -105.613 2.743
030400A	 ISP -60.161 150.294 10 37.8433 30.5093 1.1
030400A	 JER -60.161 150.294 10 31.7719 35.1972 0.77
030400A	 JFWS -60.161 150.294 10 42.9142 -90.2481 0.335
030400A	 KEV -60.161 150.294 10 69.7565 27.0035 0.085
030400A	 KNW -60.161 150.294 10 33.7141 -116.712 1.507
030400A	 KOTK -60.161 150.294 10 40.2227 43.0094 1.396
030400A	 KOUM -60.161 150.294 10 37.7041 26.8377 0.34
030400A	 LBNH -60.161 150.294 10 44.2401 -71.9259 0.367
030400A	 LSA -60.161 150.294 10 29.7031 91.127 3.645
030400A	 LTX -60.161 150.294 10 29.3339 -103.667 1.013
030400A	 LVA2 -60.161 150.294 10 33.3516 -116.562 1.435
030400A	 LVZ -60.161 150.294 10 67.8979 34.6514 0.63
030400A	 MDJ -60.161 150.294 10 44.617 129.591 0.22
030400A	 MSDY -60.161 150.294 10 40.4616 37.7765 1.152
030400A	 MSKU -60.161 150.294 10 -1.6557 13.6116 0.287
030400A	 MTE -60.161 150.294 10 40.3997 -7.5442 0.815
030400A	 MUSH -60.161 150.294 10 38.7571 41.4831 1.554
030400A	 N24 -60.161 150.294 10 40.2097 -106.777 2.421
030400A	 N26 -60.161 150.294 10 40.0499 -106.656 2.642
030400A	 NEW -60.161 150.294 10 48.2642 -117.123 0.76
030400A	 NM07 -60.161 150.294 10 32.0845 -103.84 0.966
030400A	 NM09 -60.161 150.294 10 32.3265 -104.118 0.893
030400A	 NM11 -60.161 150.294 10 32.5836 -104.409 0.974
030400A	 NM12 -60.161 150.294 10 32.6829 -104.508 1.066
030400A	 NM14 -60.161 150.294 10 32.9068 -104.759 1.219
030400A	 NM15 -60.161 150.294 10 33.0144 -104.909 1.342
030400A	 NM17 -60.161 150.294 10 33.2566 -105.173 1.705
030400A	 NM18 -60.161 150.294 10 33.403 -105.341 1.624
030400A	 NM19 -60.161 150.294 10 33.4913 -105.455 2.028
030400A	 NM20 -60.161 150.294 10 33.6048 -105.593 2.034
030400A	 NM22 -60.161 150.294 10 33.8404 -105.869 1.691
030400A	 NM23 -60.161 150.294 10 33.9503 -106.012 1.813
030400A	 NM24 -60.161 150.294 10 34.0469 -106.12 1.874
030400A	 NM25 -60.161 150.294 10 34.1669 -106.261 1.933
030400A	 NM26 -60.161 150.294 10 34.2633 -106.363 1.854
030400A	 NM29 -60.161 150.294 10 34.6472 -106.849 1.561
030400A	 NM30 -60.161 150.294 10 34.7428 -106.974 1.515
030400A	 NM31 -60.161 150.294 10 34.8491 -107.098 1.676
030400A	 NM32 -60.161 150.294 10 34.9807 -107.264 1.685
030400A	 NM33 -60.161 150.294 10 35.1107 -107.423 2.094
030400A	 NM34 -60.161 150.294 10 35.2688 -107.643 2.735
030400A	 NM35 -60.161 150.294 10 35.3448 -107.707 2.133
030400A	 NM36 -60.161 150.294 10 35.4453 -107.822 2.176
030400A	 NM37 -60.161 150.294 10 35.5775 -108.002 2.254
030400A	 NM38 -60.161 150.294 10 35.7023 -108.163 2.077
030400A	 NM40 -60.161 150.294 10 35.9451 -108.429 1.796
030400A	 NM43 -60.161 150.294 10 36.2496 -108.887 1.991
030400A	 NM44 -60.161 150.294 10 36.4214 -108.958 1.921
030400A	 PAB -60.161 150.294 10 39.5446 -4.3499 0.95
030400A	 PAS -60.161 150.294 10 34.1484 -118.171 0.314
030400A	 PFO -60.161 150.294 10 33.6092 -116.455 1.28
030400A	 RCBR -60.161 150.294 10 -5.8274 -35.9014 0.363
030400A	 S08 -60.161 150.294 10 36.614 -105.322 2.656
030400A	 SCZ -60.161 150.294 10 36.598 -121.403 0.261
030400A	 SJG -60.161 150.294 10 18.1091 -66.15 0.42
030400A	 SSB -60.161 150.294 10 45.279 4.542 0.7
030400A	 SSPA -60.161 150.294 10 40.6358 -77.8876 0.17
030400A	 TLY -60.161 150.294 10 51.6807 103.644 0.579
030400A	 TX01 -60.161 150.294 10 31.4232 -103.105 0.75
030400A	 TX02 -60.161 150.294 10 31.5133 -103.204 0.765
030400A	 TX03 -60.161 150.294 10 31.6232 -103.324 0.831
030400A	 TX06 -60.161 150.294 10 31.9671 -103.707 0.899
030400A	 ULN -60.161 150.294 10 47.8651 107.053 1.61
030400A	 UT51 -60.161 150.294 10 37.0732 -109.996 1.498
030400A	 UT53 -60.161 150.294 10 37.3458 -110.331 1.291
030400A	 VSL -60.161 150.294 10 39.496 9.378 0.37
030400A	 WDD -60.161 150.294 10 35.8373 14.5242 0.0441
030400A	 WMC -60.161 150.294 10 33.5736 -116.675 1.271
030400A	 WVOR -60.161 150.294 10 42.4339 -118.637 1.344
030400A	 XAN -60.161 150.294 10 34.0313 108.924 0.63
030400A	 YAK -60.161 150.294 10 62.031 129.68 0.096
030400A	 YKW3 -60.161 150.294 10 62.5616 -114.61 0.1703
030500A	 ALE -62.907 145.426 10 82.5033 -62.35 0.06
030500A	 ANMO -62.907 145.426 10 34.9459 -106.457 1.7607
030500A	 ARA -62.907 145.426 10 41.8491 74.3292 1.484
030500A	 BFO -62.907 145.426 10 48.3301 8.3296 0.589
030500A	 BNGL -62.907 145.426 10 38.9195 40.5966 1.16
030500A	 CCM -62.907 145.426 10 38.0557 -91.2446 0.1715
030500A	 CSS -62.907 145.426 10 34.9611 33.331 0.396
030500A	 DWPF -62.907 145.426 10 28.1103 -81.4327 -0.132
030500A	 GOGA -62.907 145.426 10 33.4112 -83.4666 0.1165
030500A	 HIA -62.907 145.426 10 49.2704 119.741 0.62
030500A	 HKT -62.907 145.426 10 29.9618 -95.8384 -0.413
030500A	 ISCO -62.907 145.426 10 39.7997 -105.613 2.743
030500A	 JER -62.907 145.426 10 31.7719 35.1972 0.77
030500A	 KONO -62.907 145.426 10 59.6491 9.5982 0.216
030500A	 KOPG -62.907 145.426 10 40.504 79.036 1.114
030500A	 KOTK -62.907 145.426 10 40.2227 43.0094 1.396
030500A	 KSA -62.907 145.426 10 41.5425 77.9257 3.398
030500A	 LVZ -62.907 145.426 10 67.8979 34.6514 0.63
030500A	 MA2 -62.907 145.426 10 59.5756 150.77 0.337
030500A	 MAKZ -62.907 145.426 10 46.808 81.977 0.567
030500A	 MCWV -62.907 145.426 10 39.6581 -79.8456 0.28
030500A	 MHV -62.907 145.426 10 54.9595 37.7664 0.15
030500A	 NM07 -62.907 145.426 10 32.0845 -103.84 0.966
030500A	 TX02 -62.907 145.426 10 31.5133 -103.204 0.765
030500A	 TX03 -62.907 145.426 10 31.6232 -103.324 0.831
030500A	 UT53 -62.907 145.426 10 37.3458 -110.331 1.291
030500A	 YAK -62.907 145.426 10 62.031 129.68 0.096
050600A	 BDFB -11.317 165.418 17 -15.6418 -48.0148 1.095
050600A	 BGCA -11.317 165.418 17 5.17636 18.4242 0.576
050600A	 CSS -11.317 165.418 17 34.9611 33.331 0.396
050600A	 MRNI -11.317 165.418 17 33.1178 35.392 0.918
050600A	 VOS -11.317 165.418 17 52.7232 70.9797 0.3
050600A	 VTS -11.317 165.418 17 42.618 23.235 1.49
050600A	 WDD -11.317 165.418 17 35.8373 14.5242 0.0441
060200A	 BOSA 44.43 -130.18 10 -28.6141 25.2555 1.18
060200A	 CHTO 44.43 -130.18 10 18.8141 98.9443 0.32
060200A	 DMRK 44.43 -130.18 10 10.308 37.729 2.357
060200A	 EFI 44.43 -130.18 10 -51.6753 -58.0637 0.11
060200A	 HOPE 44.43 -130.18 10 -54.2836 -36.4879 0.02
060200A	 MBAR 44.43 -130.18 10 -0.6019 30.7382 1.39
060200A	 PSI 44.43 -130.18 10 2.6938 98.9237 0.987
060200A	 RAYN 44.43 -130.18 10 23.5225 45.5032 0.631
060200A	 TAU 44.43 -130.18 10 -42.9099 147.32 0.132
060600A	 BLA 29.411 131.458 26.6 37.2113 -80.421 0.634
060600A	 EFI 29.411 131.458 26.6 -51.6753 -58.0637 0.11
060600A	 KIP 40.7 32.982 10 21.42 -158.011 0.077
060600A	 NWAO 40.7 32.982 10 -32.9277 117.239 0.28
060600A	 PEL 40.7 32.982 10 -33.1436 -70.6749 0.7
060600A	 RAR 40.7 32.982 10 -21.2125 -159.773 -0.072
060700A	 ANMO -4.615 101.936 20.2 34.9459 -106.457 1.7607
060700A	 AZ46 -4.615 101.936 20.2 36.5513 -109.229 2.009
060700A	 BMN -4.615 101.936 20.2 40.4314 -117.221 1.594
060700A	 CHF -4.615 101.936 20.2 34.3334 -118.026 1.594
060700A	 EYMN -4.615 101.936 20.2 47.9462 -91.4953 0.475
060700A	 FFC -4.615 101.936 20.2 54.725 -101.978 0.338
060700A	 HKT -4.615 101.936 20.2 29.9618 -95.8384 -0.413
060700A	 MB01 -4.615 101.936 20.2 33.3363 -106.034 1.446
060700A	 NM07 -4.615 101.936 20.2 32.0845 -103.84 0.966
060700A	 NM08 -4.615 101.936 20.2 32.1991 -103.972 0.886
060700A	 NM10 -4.615 101.936 20.2 32.4729 -104.267 0.929
060700A	 NM12 -4.615 101.936 20.2 32.6829 -104.508 1.066
060700A	 NM14 -4.615 101.936 20.2 32.9068 -104.759 1.219
060700A	 NM15 -4.615 101.936 20.2 33.0144 -104.909 1.342
060700A	 NM18 -4.615 101.936 20.2 33.403 -105.341 1.624
060700A	 NM19 -4.615 101.936 20.2 33.4913 -105.455 2.028
060700A	 NM20 -4.615 101.936 20.2 33.6048 -105.593 2.034
060700A	 NM24 -4.615 101.936 20.2 34.0469 -106.12 1.874
060700A	 NM26 -4.615 101.936 20.2 34.2633 -106.363 1.854
060700A	 NM35 -4.615 101.936 20.2 35.3448 -107.707 2.133
060700A	 NM41 -4.615 101.936 20.2 36.0353 -108.57 1.718
060700A	 NM42 -4.615 101.936 20.2 36.1485 -108.717 1.794
060700A	 NM44 -4.615 101.936 20.2 36.4214 -108.958 1.921
060700A	 PAS -4.615 101.936 20.2 34.1484 -118.171 0.314
060700A	 SPB -4.615 101.936 20.2 -23.5927 -47.427 0.647
060700A	 SSPA -4.615 101.936 20.2 40.6358 -77.8876 0.17
060700A	 TX01 -4.615 101.936 20.2 31.4232 -103.105 0.75
060700A	 TX03 -4.615 101.936 20.2 31.6232 -103.324 0.831
060700A	 UT51 -4.615 101.936 20.2 37.0732 -109.996 1.498
061100A	 AHLT -50.6 139.589 10 38.7481 42.477 1.738
061100A	 ALE -50.6 139.589 10 9.42136 42.0347 2.026
061100A	 ANMO -50.6 139.589 10 34.9459 -106.457 1.7607
061100A	 AQU -50.6 139.589 10 42.354 13.405 0.71
061100A	 AZ46 -50.6 139.589 10 36.5513 -109.229 2.009
061100A	 AZ47 -50.6 139.589 10 36.636 -109.333 1.752
061100A	 AZ48 -50.6 139.589 10 36.7606 -109.539 1.664
061100A	 AZ49 -50.6 139.589 10 36.8869 -109.691 1.512
061100A	 BAK -50.6 139.589 10 35.3444 -119.104 0.116
061100A	 BAR -50.6 139.589 10 32.68 -116.672 0.529
061100A	 BFO -50.6 139.589 10 48.3301 8.3296 0.589
061100A	 BGCA -50.6 139.589 10 5.17636 18.4242 0.576
061100A	 BILL -50.6 139.589 10 68.0653 166.453 0.32
061100A	 BMN -50.6 139.589 10 40.4314 -117.221 1.594
061100A	 BW06 -50.6 139.589 10 42.7667 -109.558 2.224
061100A	 BYKN -50.6 139.589 10 38.1665 41.7823 0.816
061100A	 BZN -50.6 139.589 10 33.4915 -116.667 1.301
061100A	 CHF -50.6 139.589 10 34.3334 -118.026 1.594
061100A	 CIA -50.6 139.589 10 33.4019 -118.415 0.477
061100A	 CMB -50.6 139.589 10 38.0345 -120.387 0.697
061100A	 CMCY -50.6 139.589 10 39.9205 43.1968 1.995
061100A	 CSS -50.6 139.589 10 34.9611 33.331 0.396
061100A	 DAC -50.6 139.589 10 36.277 -117.594 1.813
061100A	 DMRK -50.6 139.589 10 10.308 37.729 2.357
061100A	 DPC -50.6 139.589 10 50.3502 16.3222 0.748
